Date,Day,Home,Division,League,Matchup,,,,Attend,IL?,Notes,
24-Jul,Thurs,Brewers,NL Central,NL,at Milwaukee 9 NY Mets 1,Garza (7-7),Gee (4-3),,29755,,,
24-Jul,Thurs,Twins,AL Central,AL,Chicago White Sox 5 at Minnesota 2,Noesi (5-7),Hughes (10-7),Petricka (5),32952,,,
24-Jul,Thurs,Angels,AL West,AL,Detroit 6 at LA Angels 4,Scherzer (12-3),Richards (11-3),Nathan (21),40146,,,
24-Jul,Thurs,Mariiners,AL West,AL,Baltimore 4 at Seattle 0,Chen (11-3),Iwakuma (8-5),,19621,,,
25-Jul,Fri,Cubs,NL Central,NL,at Chicago Cubs 7 St. Louis 6,Grimm (3-2),Siegrist (1-2),Rondon (12),41534,,,
25-Jul,Fri,Yankees,AL East,AL,at NY Yankees 6 Toronto 4,Kuroda (7-6),Buehrle (10-7),Robertson (26),44237,,,
25-Jul,Fri,Phillies,NL East,NL,at Philadelphia 9 Arizona 5,Kendrick (5-10),Miley (6-7),,25698,,,
25-Jul,Fri,Reds,NL Central,NL,Washington 4 at Cincinnati 1,Roark (10-6),Simon (12-5),Soriano (24),38812,,,
25-Jul,Fri,Rays,AL East,AL,at Tampa Bay 6 Boston 4,Price (11-7),Tazawa (1-2),McGee (10),23136,,,
25-Jul,Fri,Braves,NL East,NL,San Diego 5 at Atlanta 2,Hahn (6-2),Wood (7-8),Benoit (2),31647,,,
25-Jul,Fri,Rangers,AL West,AL,at Texas 4 Oakland 1,Williams (2-4),Hammel (0-3),Feliz (1),35582,,,
25-Jul,Fri,Royals,AL Central,AL,at Kansas City 6 Cleveland 4,Herrera (2-2),Carrasco (3-4),Crow (2),33460,,,
25-Jul,Fri,Brewers,NL Central,NL,NY Mets 3 at Milwaukee 2,Torres (5-4),Rodriguez (4-4),Mejia (14),33097,,,
25-Jul,Fri,Twins,AL Central,AL,Chicago White Sox 9 at Minnesota 5,Danks (9-6),Correia (5-13),,28728,,,
25-Jul,Fri,Astros,AL West,AL,Miami 2 at Houston 0,Hand (2-2),Keuchel (9-7),Cishek (25),23132,y,,
25-Jul,Fri,Rockies,NL West,NL,at Colorado 8 Pittsburgh 1,Anderson (1-3),Morton (5-10),,38487,,,
25-Jul,Fri,Angels,AL West,AL,at LA Angels 2 Detroit 1,Morin (3-3),Smyly (6-9),Street (2),42915,,,
25-Jul,Fri,Mariiners,AL West,AL,Baltimore 2 at Seattle 1,O'Day (3-1),Furbush (1-5),Britton (19),34792,,,
25-Jul,Fri,Giants,NL West,NL,LA Dodgers 8 at San Francisco 1,Greinke (12-6),Lincecum (9-7),,41753,,,
26-Jul,Sat,Yankees,AL East,AL,Toronto 6 at NY Yankees 4,Hutchison (7-9),Kelley (1-3),,46166,,,
26-Jul,Sat,Cubs,NL Central,NL,St. Louis 6 at Chicago Cubs 3,Choate (2-2),Russell (0-2),Rosenthal (31),41927,,,
26-Jul,Sat,Reds,NL Central,NL,at Cincinnati 1 Washington 0,Cueto (11-6),Gonzalez (6-6),Chapman (22),32999,,,
26-Jul,Sat,Mariiners,AL West,AL,at Seattle 4 Baltimore 3,Young (9-6),Norris (8-7),Rodney (28),36936,,,
26-Jul,Sat,Phillies,NL East,NL,Arizona 10 at Philadelphia 6,Marshall (3-2),Bastardo (4-4),,29097,,,
26-Jul,Sat,Royals,AL Central,AL,at Kansas City 7 Cleveland 5,Guthrie (6-9),McAllister (3-6),Holland (27),29567,,,
26-Jul,Sat,Brewers,NL Central,NL,at Milwaukee 5 NY Mets 2,Peralta (12-6),Niese (5-6),Rodriguez (30),39292,,,
26-Jul,Sat,Twins,AL Central,AL,Chicago White Sox 7 at Minnesota 0,Sale (10-1),Darnell (0-1),,33005,,,
26-Jul,Sat,Braves,NL East,NL,at Atlanta 5 San Diego 3,Teheran (10-6),Despaigne (2-2),Kimbrel (31),33820,,,
26-Jul,Sat,Astros,AL West,AL,Miami 7 at Houston 3,Koehler (7-7),Cosart (9-7),,28968,y,,
26-Jul,Sat,Rays,AL East,AL,at Tampa Bay 3 Boston 0,Balfour (1-3),Lackey (11-7),McGee (11),26659,,,
26-Jul,Sat,Rangers,AL West,AL,Oakland 5 at Texas 1,Gray (12-3),Tepesch (3-7),,34651,,,
26-Jul,Sat,Rockies,NL West,NL,at Colorado 8 Pittsburgh 1,Matzek (2-4),Locke (2-2),,44611,,,
26-Jul,Sat,Angels,AL West,AL,at LA Angels 4 Detroit 0,Shoemaker (8-3),Verlander (9-9),,43569,,,
26-Jul,Sat,Giants,NL West,NL,LA Dodgers 5 at San Francisco 0,Kershaw (12-2),Vogelsong (5-8),,42060,,,
27-Jul,Sun,Yankees,AL East,AL,Toronto 5 at NY Yankees 4,Sanchez (1-0),Robertson (1-3),Janssen (16),45063,,,
27-Jul,Sun,Reds,NL Central,NL,Washington 4 at Cincinnati 2,Fister (10-2),Latos (2-3),Soriano (25),31982,,,
27-Jul,Sun,Phillies,NL East,NL,at Philadelphia 4 Arizona 2,Hernandez (5-8),Nuno (0-2),Papelbon (25),31514,,,
27-Jul,Sun,Rays,AL East,AL,Boston 3 at Tampa Bay 2,Webster (1-0),Archer (6-6),Uehara (21),25221,,,
27-Jul,Sun,Royals,AL Central,AL,Cleveland 10 at Kansas City 3,Salazar (3-4),Chen (2-3),,23409,,,
27-Jul,Sun,Brewers,NL Central,NL,NY Mets 2 at Milwaukee 0,deGrom (5-5),Nelson (1-2),Mejia (15),39040,,,
27-Jul,Sun,Twins,AL Central,AL,at Minnesota 4 Chicago White Sox 3,Burton (2-2),Belisario (3-7),Perkins (25),27818,,,
27-Jul,Sun,Astros,AL West,AL,Miami 4 at Houston 2,Turner (4-6),McHugh (4-9),Cishek (26),17858,y,,
27-Jul,Sun,Cubs,NL Central,NL,St. Louis 1 at Chicago Cubs 0,Wainwright (13-5),Hendricks (1-1),Rosenthal (32),35256,,,
27-Jul,Sun,Angels,AL West,AL,at LA Angels 2 Detroit 1,Smith (4-0),Chamberlain (1-4),Street (3),36252,,,
27-Jul,Sun,Mariiners,AL West,AL,Baltimore 3 at Seattle 2,McFarland (4-2),Medina (4-2),Britton (20),26523,,,
27-Jul,Sun,Rockies,NL West,NL,Pittsburgh 7 at Colorado 5,Watson (7-1),Brothers (3-5),Melancon (19),40382,,,
27-Jul,Sun,Braves,NL East,NL,at Atlanta 8 San Diego 3,Minor (4-6),Stults (3-13),,31456,,,
27-Jul,Sun,Rangers,AL West,AL,Oakland 9 at Texas 3,Kazmir (12-3),Mikolas (1-3),,38915,,,
27-Jul,Sun,Giants,NL West,NL,LA Dodgers 4 at San Francisco 3,Ryu (11-5),Peavy (0-1),Jansen (30),41459,,,
28-Jul,Mon,Braves,NL East,NL,at Atlanta 2 San Diego 0,Santana (10-6),Lane (0-1),Kimbrel (32),23281,,,
28-Jul,Mon,Red Sox,AL East,AL,Toronto 14 at Boston 1,Dickey (9-10),Buchholz (5-7),,37974,,,
28-Jul,Mon,Reds,NL Central,NL,Arizona 2 at Cincinnati 1,Perez (1-1),Hoover (1-8),Reed (25),30288,,,
28-Jul,Mon,Mets,NL East,NL,at NY Mets 7 Philadelphia 1,Colon (10-8),Burnett (6-10),,26525,,,
28-Jul,Mon,Marlins,NL East,NL,at Miami 7 Washington 6,Dunn (8-5),Soriano (2-1),,20027,,,
28-Jul,Mon,Rays,AL East,AL,at Tampa Bay 2 Milwaukee 1,Odorizzi (7-8),Lohse (11-5),McGee (12),12660,y,,
28-Jul,Mon,Rangers,AL West,AL,at Texas 4 NY Yankees 2,Darvish (10-6),Phelps (5-5),Feliz (2),44508,,,
28-Jul,Mon,Cubs,NL Central,NL,at Chicago Cubs 4 Colorado 1,Wada (1-1),Flande (0-3),Rondon (13),29702,,,
28-Jul,Mon,Astros,AL West,AL,at Houston 7 Oakland 3,Oberholtzer (3-7),Chavez (8-7),,18259,,,
28-Jul,Mon,Giants,NL West,NL,Pittsburgh 5 at San Francisco 0,Worley (4-1),Bumgarner (12-8),,41794,,,
29-Jul,Tues,Orioles,AL East,AL,at Baltimore 7 LA Angels 6,Webb (3-1),Rasmus (2-1),,36882,,,
29-Jul,Tues,Indians,AL Central,AL,Seattle 5 at Cleveland 2,Iwakuma (9-5),Bauer (4-6),Rodney (29),15713,,,
29-Jul,Tues,Tigers,AL Central,AL,Chicago White Sox 11 at Detroit 4,Quintana (6-7),Sanchez (7-5),,40032,,,
29-Jul,Tues,Red Sox,AL East,AL,Toronto 4 at Boston 2,Stroman (7-2),De La Rosa (3-4),Janssen (17),38275,,,
29-Jul,Tues,Reds,NL Central,NL,at Cincinnati 3 Arizona 0,Leake (8-9),Cahill (1-7),Chapman (23),33153,,,
29-Jul,Tues,Mets,NL East,NL,Philadelphia 6 at NY Mets 0,Hamels (6-5),Gee (4-4),,27069,,,
29-Jul,Tues,Marlins,NL East,NL,at Miami 3 Washington 0,Alvarez (8-5),Strasburg (7-9),Cishek (27),22672,,,
29-Jul,Tues,Rays,AL East,AL,at Tampa Bay 5 Milwaukee 1,Cobb (7-6),Smith (1-3),,16249,y,,
29-Jul,Tues,Rangers,AL West,AL,NY Yankees 12 at Texas 11,McCarthy (3-0),Martinez (1-7),Robertson (27),41934,,,
29-Jul,Tues,Cubs,NL Central,NL,at Chicago Cubs 4 Colorado 3,Baker (1-0),Matzek (2-5),,28590,,,
29-Jul,Tues,Royals,AL Central,AL,Minnesota 2 at Kansas City 1,Gibson (9-8),Shields (9-6),Perkins (26),30686,,,
29-Jul,Tues,Astros,AL West,AL,Oakland 7 at Houston 4,Scribner (1-0),Qualls (1-2),Doolittle (16),16940,,,
29-Jul,Tues,Dodgers,NL West,NL,at LA Dodgers 8 Atlanta 4,League (2-2),Varvaro (3-3),Jansen (31),49630,,,
29-Jul,Tues,Padres,NL West,NL,at San Diego 3 St. Louis 1,Ross (10-10),Lynn (11-8),Benoit (3),33521,,,
29-Jul,Tues,Giants,NL West,NL,Pittsburgh 3 at San Francisco 1,Liriano (3-7),Hudson (8-8),Melancon (20),42242,,,
30-Jul,Weds,Mets,NL East,NL,at NY Mets 11 Philadelphia 2,Wheeler (6-8),Kendrick (5-11),,37647,,,
30-Jul,Weds,Rays,AL East,AL,Milwaukee 5 at Tampa Bay 0,Gallardo (6-5),Price (11-8),Rodriguez (31),24809,y,,
30-Jul,Weds,Reds,NL Central,NL,Arizona 5 at Cincinnati 4,Miley (7-7),Simon (12-6),Reed (26),26332,,,
30-Jul,Weds,Marlins,NL East,NL,Washington 4 at Miami 3,Roark (11-6),Hand (2-3),Storen (1),26319,,,
30-Jul,Weds,Astros,AL West,AL,at Houston 8 Oakland 1,Keuchel (10-7),Hammel (0-4),,17637,,,
30-Jul,Weds,Giants,NL West,NL,at San Francisco 7 Pittsburgh 5,Machi (6-0),Wilson (3-2),Casilla (9),42272,,,
30-Jul,Weds,Orioles,AL East,AL,at Baltimore 4 LA Angels 3,Gausman (5-3),Richards (11-4),Britton (21),27195,,,
30-Jul,Weds,Indians,AL Central,AL,at Cleveland 2 Seattle 0,Kluber (11-6),Hernandez (11-3),,14863,,,
30-Jul,Weds,Tigers,AL Central,AL,at Detroit 7 Chicago White Sox 2,Scherzer (13-3),Noesi (5-8),,37193,,,
30-Jul,Weds,Red Sox,AL East,AL,Toronto 6 at Boston 1,Buehrle (11-7),Workman (1-4),,38203,,,
30-Jul,Weds,Rangers,AL West,AL,at Texas 3 NY Yankees 2,Lewis (7-8),Kuroda (7-7),Feliz (3),46599,,,
30-Jul,Weds,Cubs,NL Central,NL,Colorado 6 at Chicago Cubs 4,Scahill (1-0),Wright (0-2),Ottavino (1),29491,,,
30-Jul,Weds,Royals,AL Central,AL,at Kansas City 3 Minnesota 2,Frasor (2-1),Hughes (10-8),Holland (28),20747,,,
30-Jul,Weds,Dodgers,NL West,NL,at LA Dodgers 3 Atlanta 2,Howell (3-3),Hale (3-3),,47386,,,
30-Jul,Weds,Padres,NL West,NL,at San Diego 12 St. Louis 1,Hahn (7-2),Kelly (2-2),,30973,,,
31-Jul,Thurs,Tigers,AL Central,AL,Chicago White Sox 7 at Detroit 4,Belisario (4-7),Soria (1-4),Petricka (6),41306,,,
31-Jul,Thurs,Cubs,NL Central,NL,at Chicago Cubs 3 Colorado 1,Arrieta (6-2),Hernandez (0-1),Rondon (14),35729,,,
31-Jul,Thurs,Padres,NL West,NL,St. Louis 6 at San Diego 2,Miller (8-8),Despaigne (2-3),,28820,,,
31-Jul,Thurs,Orioles,AL East,AL,LA Angels 1 at Baltimore 0,Santiago (3-7),Webb (3-2),Street (4),24974,,,
31-Jul,Thurs,Indians,AL Central,AL,Seattle 6 at Cleveland 5,Beimel (3-1),Shaw (4-3),Rodney (30),16336,,,
31-Jul,Thurs,Nationals,NL East,NL,Philadelphia 10 at Washington 4,Bastardo (5-4),Gonzalez (6-7),,35722,,,
31-Jul,Thurs,Marlins,NL East,NL,Cincinnati 3 at Miami 1,Cueto (12-6),Koehler (7-8),Chapman (24),18056,,,
31-Jul,Thurs,Royals,AL Central,AL,at Kansas City 6 Minnesota 3,Ventura (8-8),Thielbar (2-1),Holland (29),24127,,,
31-Jul,Thurs,Astros,AL West,AL,Toronto 6 at Houston 5,Sanchez (2-0),Qualls (1-3),Janssen (18),17423,,,
31-Jul,Thurs,Dbacks,NL West,NL,at Arizona 7 Pittsburgh 4,Perez (2-1),Locke (2-3),Reed (27),20145,,,
31-Jul,Thurs,Dodgers,NL West,NL,at LA Dodgers 2 Atlanta 1,Kershaw (13-2),Teheran (10-7),,51163,,,
1-Aug,Fri,Orioles,AL East,AL,at Baltimore 2 Seattle 1,Chen (12-3),Elias (8-9),Britton (22),39487,,,
1-Aug,Fri,Indians,AL Central,AL,at Cleveland 12 Texas 2,Salazar (4-4),Williams (2-5),,27009,,,
1-Aug,Fri,Nationals,NL East,NL,Philadelphia 2 at Washington 1,Hernandez (6-8),Fister (10-3),Papelbon (26),28410,,,
1-Aug,Fri,Tigers,AL Central,AL,at Detroit 4 Colorado 2,Verlander (10-9),Morales (5-6),Nathan (22),39052,y,,
1-Aug,Fri,Red Sox,AL East,AL,at Boston 4 NY Yankees 3,Ranaudo (1-0),Capuano (1-2),Uehara (22),37782,,,
1-Aug,Fri,Mets,NL East,NL,San Francisco 5 at NY Mets 1,Vogelsong (6-8),Niese (5-7),,28905,,,
1-Aug,Fri,Marlins,NL East,NL,Cincinnati 5 at Miami 2,Latos (3-3),Cosart (0-1),Chapman (25),20410,,,
1-Aug,Fri,Rays,AL East,AL,LA Angels 5 at Tampa Bay 3,Shoemaker (9-3),Hellickson (0-1),Street (5),20969,,,
1-Aug,Fri,White Sox,AL Central,AL,at Chicago White Sox 10 Minnesota 8,Guerra (1-2),Fien (5-5),Petricka (7),28060,,,
1-Aug,Fri,Astros,AL West,AL,at Houston 3 Toronto 1,Veras (1-0),Loup (3-3),Qualls (12),19576,,,
1-Aug,Fri,Cardinals,NL Central,NL,Milwaukee 7 at St. Louis 4,Peralta (13-6),Wainwright (13-6),Rodriguez (32),45306,,,
1-Aug,Fri,Athletics,AL West,AL,Kansas City 1 at Oakland 0,Guthrie (7-9),Gray (12-4),Holland (30),35067,,,
1-Aug,Fri,Dbacks,NL West,NL,Pittsburgh 9 at Arizona 4,Watson (8-1),Schultz (0-1),,22766,,,
1-Aug,Fri,Dodgers,NL West,NL,Chicago Cubs 8 at LA Dodgers 2,Hendricks (2-1),Haren (8-9),,47900,,,
1-Aug,Fri,Padres,NL West,NL,at San Diego 10 Atlanta 1,Stults (4-13),Minor (4-7),,33779,,,
2-Aug,Sat,Red Sox,AL East,AL,NY Yankees 6 at Boston 4,Kelley (2-3),Webster (1-1),Robertson (28),37302,,,
2-Aug,Sat,Athletics,AL West,AL,at Oakland 8 Kansas City 3,Lester (11-7),Vargas (8-5),,30097,,,
2-Aug,Sat,Orioles,AL East,AL,Seattle 6 at Baltimore 3,Leone (4-2),Gonzalez (5-6),,36508,,,
2-Aug,Sat,Indians,AL Central,AL,at Cleveland 2 Texas 0,Atchison (4-0),Mikolas (1-4),Allen (14),28285,,,
2-Aug,Sat,Nationals,NL East,NL,at Washington 11 Philadelphia 0,Zimmermann (7-5),Burnett (6-11),,36155,,,
2-Aug,Sat,Tigers,AL Central,AL,at Detroit 11 Colorado 5,Porcello (13-5),Matzek (2-6),,42811,y,,
2-Aug,Sat,White Sox,AL Central,AL,Minnesota 8 at Chicago White Sox 6,Pressly (1-0),Belisario (4-8),Perkins (27),27446,,,
2-Aug,Sat,Astros,AL West,AL,at Houston 8 Toronto 2,Oberholtzer (4-7),Dickey (9-11),,19946,,,
2-Aug,Sat,Mets,NL East,NL,at NY Mets 4 San Francisco 2,deGrom (6-5),Peavy (0-2),Mejia (16),33687,,,
2-Aug,Sat,Marlins,NL East,NL,at Miami 2 Cincinnati 1,Dunn (9-5),LeCure (1-3),,25159,,,
2-Aug,Sat,Rays,AL East,AL,at Tampa Bay 10 LA Angels 3,Archer (7-6),Wilson (8-7),,23656,,,
2-Aug,Sat,Cardinals,NL Central,NL,at St. Louis 9 Milwaukee 7,Masterson (1-0),Lohse (11-6),Rosenthal (33),45719,,,
2-Aug,Sat,Dbacks,NL West,NL,Pittsburgh 8 at Arizona 3,Hughes (6-2),Ziegler (4-2),,33151,,,
2-Aug,Sat,Padres,NL West,NL,at San Diego 3 Atlanta 2,Stauffer (3-2),Kimbrel (0-3),,39402,,,
2-Aug,Sat,Dodgers,NL West,NL,at LA Dodgers 5 Chicago Cubs 2,Wright (4-2),Parker (1-1),,53354,,,
3-Aug,Sun,Indians,AL Central,AL,at Cleveland 4 Texas 3,Atchison (5-0),Klein (0-1),,18422,,,
3-Aug,Sun,Tigers,AL Central,AL,at Detroit 4 Colorado 0,Sanchez (8-5),De La Rosa (11-7),,41487,y,,
3-Aug,Sun,Mets,NL East,NL,San Francisco 9 at NY Mets 0,Bumgarner (13-8),Colon (10-9),,32408,,,
3-Aug,Sun,Marlins,NL East,NL,Cincinnati 7 at Miami 3,Leake (9-9),Turner (4-7),,26707,,,
3-Aug,Sun,Orioles,AL East,AL,at Baltimore 1 Seattle 0,Tillman (8-5),Iwakuma (9-6),Britton (23),35217,,,
3-Aug,Sun,Nationals,NL East,NL,at Washington 4 Philadelphia 0,Strasburg (8-9),Hamels (6-6),,30038,,,
3-Aug,Sun,Rays,AL East,AL,LA Angels 7 at Tampa Bay 5,Weaver (12-6),Odorizzi (7-9),Street (6),25877,,,
3-Aug,Sun,White Sox,AL Central,AL,Minnesota 16 at Chicago White Sox 3,Gibson (10-8),Guerra (1-3),,23471,,,
3-Aug,Sun,Astros,AL West,AL,at Houston 6 Toronto 1,Feldman (5-8),Stroman (7-3),,19932,,,
3-Aug,Sun,Cardinals,NL Central,NL,at St. Louis 3 Milwaukee 2,Lackey (1-0),Jeffress (0-1),Rosenthal (34),44662,,,
3-Aug,Sun,Athletics,AL West,AL,Kansas City 4 at Oakland 2,Shields (10-6),Kazmir (12-4),Holland (31),22612,,,
3-Aug,Sun,Dodgers,NL West,NL,Chicago Cubs 7 at LA Dodgers 3,Jackson (6-11),Beckett (6-6),,44713,,,
3-Aug,Sun,Padres,NL West,NL,at San Diego 4 Atlanta 3,Stauffer (4-2),Hale (3-4),,30861,,,
3-Aug,Sun,Dbacks,NL West,NL,at Arizona 3 Pittsburgh 2,Marshall (4-2),Melancon (1-3),,26913,,,
3-Aug,Sun,Red Sox,AL East,AL,NY Yankees 8 at Boston 7,Rogers (1-0),Breslow (2-3),Robertson (29),38035,,,
4-Aug,Mon,Mets,NL East,NL,San Francisco 4 at NY Mets 3,Romo (5-3),Mejia (5-4),Casilla (10),27187,,,
4-Aug,Mon,Yankees,AL East,AL,at NY Yankees 2 Detroit 1,McCarthy (4-0),Scherzer (13-4),Robertson (30),41603,,,
4-Aug,Mon,Indians,AL Central,AL,at Cleveland 7 Cincinnati 1,Kluber (12-6),Simon (12-7),Axford (10),18696,y,,
4-Aug,Mon,Nationals,NL East,NL,Baltimore 7 at Washington 3,Gausman (6-3),Roark (11-7),,42181,y,,
4-Aug,Mon,White Sox,AL Central,AL,at Chicago White Sox 5 Texas 3,Noesi (6-8),Martinez (1-8),,17040,,,
4-Aug,Mon,Athletics,AL West,AL,at Oakland 3 Tampa Bay 2,Cook (1-1),Balfour (1-4),,18479,,,
4-Aug,Mon,Dodgers,NL West,NL,LA Angels 5 at LA Dodgers 0,Richards (12-4),Greinke (12-7),,53166,y,,
5-Aug,Tues,Indians,AL Central,AL,Cincinnati 9 at Cleveland 2,Cueto (13-6),Tomlin (5-8),,22068,y,,
5-Aug,Tues,Yankees,AL East,AL,Detroit 4 at NY Yankees 3,Soria (2-4),Daley (0-1),Nathan (23),40078,,,
5-Aug,Tues,Nationals,NL East,NL,NY Mets 6 at Washington 1,Wheeler (7-8),Gonzalez (6-8),,40686,,,
5-Aug,Tues,Phillies,NL East,NL,at Philadelphia 2 Houston 1,Neris (1-0),Buchanan (1-2),,28336,y,,
5-Aug,Tues,Pirates,NL Central,NL,Miami 6 at Pittsburgh 3,Ramos (5-0),Hughes (6-3),,26734,,,
5-Aug,Tues,Blue Jays,AL East,AL,Baltimore 9 at Toronto 3,Norris (9-7),Buehrle (11-8),,36183,,,
5-Aug,Tues,White Sox,AL Central,AL,Texas 16 at Chicago White Sox 0,Lewis (8-8),Danks (9-7),,21827,,,
5-Aug,Tues,Brewers,NL Central,NL,at Milwaukee 4 San Francisco 3,Nelson (2-2),Machi (6-1),Rodriguez (33),40465,,,
5-Aug,Tues,Twins,AL Central,AL,at Minnesota 3 San Diego 1,Hughes (11-8),Hahn (7-3),Perkins (28),34495,y,,
5-Aug,Tues,Cardinals,NL Central,NL,at St. Louis 3 Boston 2,Neshek (5-0),Tazawa (1-3),Rosenthal (35),43432,y,,
5-Aug,Tues,Rockies,NL West,NL,Chicago Cubs 6 at Colorado 5,Rondon (3-3),Logan (2-2),Villanueva (2),35043,,,
5-Aug,Tues,Dbacks,NL West,NL,Kansas City 12 at Arizona 2,Duffy (6-10),Miley (7-8),,16677,y,,
5-Aug,Tues,Athletics,AL West,AL,at Oakland 3 Tampa Bay 0,Hammel (1-4),Smyly (6-10),Doolittle (17),16335,,,
5-Aug,Tues,Mariiners,AL West,AL,at Seattle 4 Atlanta 2,Hernandez (12-3),Wood (7-9),Rodney (31),24496,y,,
5-Aug,Tues,Dodgers,NL West,NL,at LA Dodgers 5 LA Angels 4,Jansen (2-3),Jepsen (0-1),,53051,y,,
6-Aug,Weds,Twins,AL Central,AL,San Diego 5 at Minnesota 4,Quackenbush (2-2),Swarzak (2-1),Benoit (4),34567,y,,
6-Aug,Weds,White Sox,AL Central,AL,Texas 3 at Chicago White Sox 1,Tepesch (4-7),Sale (10-2),Feliz (4),18898,,,
6-Aug,Weds,Athletics,AL West,AL,Tampa Bay 7 at Oakland 3,Hellickson (1-1),Gray (12-5),,21513,,,
6-Aug,Weds,Mariiners,AL West,AL,at Seattle 7 Atlanta 3,Young (10-6),Teheran (10-8),,30770,y,,
6-Aug,Weds,Yankees,AL East,AL,at NY Yankees 5 Detroit 1,Warren (2-5),Verlander (10-10),,40067,,,
6-Aug,Weds,Nationals,NL East,NL,at Washington 7 NY Mets 1,Fister (11-3),Niese (5-8),,26701,,,
6-Aug,Weds,Phillies,NL East,NL,at Philadelphia 10 Houston 3,Buchanan (6-5),Peacock (3-8),,26691,y,,
6-Aug,Weds,Pirates,NL Central,NL,at Pittsburgh 7 Miami 3,Locke (3-3),Koehler (7-9),,26976,,,
6-Aug,Weds,Blue Jays,AL East,AL,at Toronto 5 Baltimore 1,Hutchison (8-9),Chen (12-4),,33054,,,
6-Aug,Weds,Reds,NL Central,NL,at Cincinnati 8 Cleveland 3,Latos (4-3),Salazar (4-5),,33863,y,,
6-Aug,Weds,Cardinals,NL Central,NL,Boston 2 at St. Louis 1,Tazawa (2-3),Rosenthal (1-6),Uehara (23),42733,y,,
6-Aug,Weds,Brewers,NL Central,NL,San Francisco 7 at Milwaukee 4,Vogelsong (7-8),Gallardo (6-6),,33394,,,
6-Aug,Weds,Rockies,NL West,NL,at Colorado 13 Chicago Cubs 4,Lyles (6-1),Arrieta (6-3),,35804,,,
6-Aug,Weds,Dbacks,NL West,NL,Kansas City 4 at Arizona 3,Ventura (9-8),Collmenter (8-6),Holland (32),16157,y,,
6-Aug,Weds,Angels,AL West,AL,LA Dodgers 2 at LA Angels 1,Haren (9-9),Shoemaker (9-4),Jansen (32),43669,y,,
7-Aug,Thurs,Nationals,NL East,NL,at Washington 5 NY Mets 3,Stammen (2-4),Torres (5-5),,38611,,,
7-Aug,Thurs,Yankees,AL East,AL,at NY Yankees 1 Detroit 0,Greene (3-1),Porcello (13-6),Robertson (31),47013,,,
7-Aug,Thurs,Brewers,NL Central,NL,at Milwaukee 3 San Francisco 1,Peralta (14-6),Peavy (0-3),Rodriguez (34),38229,,,
7-Aug,Thurs,Rockies,NL West,NL,Chicago Cubs 6 at Colorado 2,Hendricks (3-1),Flande (0-4),,32585,,,
7-Aug,Thurs,Phillies,NL East,NL,at Philadelphia 6 Houston 5,Hollands (2-1),Sipp (2-2),Papelbon (27),26609,y,,
7-Aug,Thurs,Pirates,NL Central,NL,at Pittsburgh 7 Miami 2,Volquez (9-7),Flynn (0-1),,29035,,,
7-Aug,Thurs,Blue Jays,AL East,AL,Baltimore 2 at Toronto 1,Gonzalez (6-6),Happ (8-6),Britton (24),34676,,,
7-Aug,Thurs,Reds,NL Central,NL,at Cincinnati 4 Cleveland 0,Bailey (9-5),House (1-3),,31862,y,,
7-Aug,Thurs,Cardinals,NL Central,NL,at St. Louis 5 Boston 2,Wainwright (14-6),Workman (1-5),Neshek (3),44570,y,,
7-Aug,Thurs,Dbacks,NL West,NL,Kansas City 6 at Arizona 2,Guthrie (8-9),Nuno (0-3),,17809,y,,
7-Aug,Thurs,Angels,AL West,AL,LA Dodgers 7 at LA Angels 0,Ryu (12-5),Wilson (8-8),,44561,y,,
7-Aug,Thurs,Athletics,AL West,AL,at Oakland 3 Minnesota 0,Lester (12-7),Pino (1-4),,22108,,,
7-Aug,Thurs,Mariiners,AL West,AL,at Seattle 13 Chicago White Sox 3,Elias (9-9),Carroll (4-7),,18740,,,
8-Aug,Fri,Cubs,NL Central,NL,Tampa Bay 4 at Chicago Cubs 3,Boxberger (3-1),Rondon (3-4),,34937,y,,
8-Aug,Fri,Orioles,AL East,AL,at Baltimore 12 St. Louis 2,Tillman (9-5),Masterson (1-1),,43743,y,,
8-Aug,Fri,Yankees,AL East,AL,at NY Yankees 10 Cleveland 6,Rogers (2-0),Bauer (4-7),,43972,,,
8-Aug,Fri,Phillies,NL East,NL,NY Mets 5 at Philadelphia 4,Colon (11-9),Burnett (6-12),Mejia (17),32307,,,
8-Aug,Fri,Pirates,NL Central,NL,at Pittsburgh 2 San Diego 1,Worley (5-1),Kennedy (8-10),Melancon (21),38088,,,
8-Aug,Fri,Blue Jays,AL East,AL,Detroit 5 at Toronto 4,Alburquerque (3-1),Janssen (3-1),Nathan (24),36237,,,
8-Aug,Fri,Reds,NL Central,NL,Miami 2 at Cincinnati 1,Eovaldi (6-6),Leake (9-10),Cishek (28),31193,,,
8-Aug,Fri,Braves,NL East,NL,at Atlanta 7 Washington 6,Santana (11-6),Strasburg (8-10),Kimbrel (33),32707,,,
8-Aug,Fri,Royals,AL Central,AL,at Kansas City 4 San Francisco 2,Frasor (3-1),Bumgarner (13-9),Holland (33),28307,y,,
8-Aug,Fri,Brewers,NL Central,NL,at Milwaukee 9 LA Dodgers 3,Jeffress (1-1),League (2-3),,37434,,,
8-Aug,Fri,Astros,AL West,AL,at Houston 4 Texas 3,Veras (2-0),Cotts (2-6),Qualls (13),24256,,,
